ciclo_academico,tipo_de_est_programa,estatus_cursos,porcentaje_de_beca,porcentaje_des_matricula,monto_descuento_automatico,edad,sexo,discapacidad,porcentaje_de_discapacidades,numero_discapacidades,bim1_nota_metodologia_de_la_invest_y_tec,bim1_nota_computacion_y_sociedad,bim1_nota_fundamentos_de_tecnologias,bim1_nota_algoritmos_y_resolucion_de_pro,"bim1_nota_humanismo,_universidad_y_cultu",bim1_nota_fundamentos_matematicos,bim2_nota_metodologia_de_la_invest_y_tec,bim2_nota_computacion_y_sociedad,bim2_nota_fundamentos_de_tecnologias,bim2_nota_algoritmos_y_resolucion_de_pro,"bim2_nota_humanismo,_universidad_y_cultu",bim2_nota_fundamentos_matematicos,aab1_nota_metodologia_de_la_invest_y_tec,aab1_nota_computacion_y_sociedad,aab1_nota_fundamentos_de_tecnologias,aab1_nota_algoritmos_y_resolucion_de_pro,"aab1_nota_humanismo,_universidad_y_cultu",aab1_nota_fundamentos_matematicos,aab2_nota_metodologia_de_la_invest_y_tec,aab2_nota_computacion_y_sociedad,aab2_nota_fundamentos_de_tecnologias,aab2_nota_algoritmos_y_resolucion_de_pro,"aab2_nota_humanismo,_universidad_y_cultu",aab2_nota_fundamentos_matematicos,acdb1_nota_metodologia_de_la_invest_y_tec,acdb1_nota_computacion_y_sociedad,acdb1_nota_fundamentos_de_tecnologias,acdb1_nota_algoritmos_y_resolucion_de_pro,"acdb1_nota_humanismo,_universidad_y_cultu",acdb1_nota_fundamentos_matematicos,acdb2_nota_computacion_y_sociedad,acdb2_nota_fundamentos_de_tecnologias,acdb2_nota_algoritmos_y_resolucion_de_pro,"acdb2_nota_humanismo,_universidad_y_cultu",acdb2_nota_fundamentos_matematicos,apeb1_nota_metodologia_de_la_invest_y_tec,apeb1_nota_computacion_y_sociedad,apeb1_nota_fundamentos_de_tecnologias,apeb1_nota_algoritmos_y_resolucion_de_pro,"apeb1_nota_humanismo,_universidad_y_cultu",apeb1_nota_fundamentos_matematicos,apeb2_nota_computacion_y_sociedad,apeb2_nota_algoritmos_y_resolucion_de_pro,cluster,Componente_1,Componente_2,Componente_3
1,NUEVO,CURSOS INSCRITOS,30,20,0.0,39,HOMBRE,NO,0,0,8.64,7.18,7.99,8.73,7.56,7.5,8.15,8.9,5.53,6.35,8.1,7.27,2.14,3.19,2.16,2.55,2.56,1.68,1.88,2.58,2.33,2.0,2.25,1.06,3.5,1.2,3.5,3.38,2.0,2.98,3.5,1.7,3.25,3.05,3.21,3.0,2.79,2.33,2.8,3.0,2.84,2.82,1.1,Bueno,-88.41989797305244,5.596542361270319,-11.732466004327316
1,NUEVO,CURSOS INSCRITOS,50,20,0.0,39,HOMBRE,NO,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,-1.0,-1.0,0.1,-1.0,-1.0,-1.0,0.1,Critico,-93.1649891122113,-5.789921600654317,2.3242577136693594
2,CONTINUO,CURSOS INSCRITOS,40,20,0.0,39,HOMBRE,NO,0,0,9.0,9.27,9.83,8.94,8.5,8.53,7.04,8.66,9.58,8.53,9.25,9.06,2.5,3.2,3.33,2.79,2.5,2.22,2.18,2.83,3.08,2.55,2.75,2.73,3.5,3.5,3.5,3.45,3.3,3.37,3.35,3.5,3.38,3.5,3.33,3.0,2.57,3.0,2.7,2.7,2.94,2.48,2.6,Bueno,-90.39222456214767,-1.8171597710216592,-5.0877394949330785
1,CONTINUO,CURSOS INSCRITOS,0,20,97.67,39,HOMBRE,NO,0,0,3.78,8.73,7.35,8.08,-1.0,-1.0,5.54,3.73,2.0,3.6,-1.0,-1.0,2.28,2.69,2.07,2.58,-1.0,-1.0,1.0,0.95,1.0,1.0,-1.0,-1.0,1.5,3.15,2.5,2.5,-1.0,-1.0,1.28,1.0,1.5,-1.0,-1.0,0.0,2.89,2.78,3.0,-1.0,-1.0,1.5,1.1,Ruido,12.99187814730734,14.506052071404504,-17.00660327148252
1,NUEVO,CURSOS INSCRITOS,20,20,0.0,39,HOMBRE,NO,0,0,7.97,5.23,4.87,3.12,8.31,5.79,0.5,4.33,2.0,2.6,5.15,4.69,1.95,2.56,1.77,1.72,2.01,1.08,0.5,0.9,0.7,0.87,0.85,0.74,3.43,1.55,2.2,0.7,3.3,2.63,1.86,0.7,0.63,3.3,1.33,2.59,1.12,0.9,0.7,3.0,2.08,1.57,1.1,Regular,-86.5845448469823,13.608214547118788,-18.277828007763606
1,NUEVO,CURSOS INSCRITOS,0,20,0.0,39,HOMBRE,NO,0,0,7.79,7.18,7.51,7.99,8.86,7.69,6.42,8.6,8.72,8.08,9.19,7.77,2.29,2.56,2.26,1.6,2.56,1.93,1.81,2.31,2.42,1.93,2.69,2.73,2.5,3.5,3.0,3.44,3.3,2.98,3.5,3.3,3.15,3.5,2.04,3.0,1.12,2.25,2.95,3.0,2.78,2.79,3.0,Bueno,-82.18054452866103,26.519805576356134,-32.08973543438239
1,NUEVO,CURSOS INSCRITOS,10,20,0.0,39,HOMBRE,NO,0,0,2.29,5.37,1.96,7.68,9.14,7.39,5.9,5.34,7.65,4.85,9.24,8.24,2.29,2.96,1.96,2.5,2.84,2.59,1.74,3.14,2.75,2.62,3.19,2.54,0.0,1.2,0.0,2.38,3.3,3.19,1.3,2.5,1.13,3.05,3.24,0.0,1.21,-1.0,2.8,3.0,1.61,0.9,1.1,Regular,-84.39373911714996,20.073116893832122,-25.219790014569316
2,CONTINUO,CURSOS INSCRITOS,40,20,0.0,39,HOMBRE,NO,0,0,8.96,8.84,9.0,9.55,8.94,9.53,9.0,9.4,9.58,9.51,9.5,9.04,2.46,3.0,2.8,3.05,2.94,3.18,2.5,3.13,3.08,3.01,3.0,2.79,3.5,2.9,3.5,3.5,3.0,3.41,3.5,3.5,3.5,3.5,3.25,3.0,2.94,2.7,3.0,3.0,2.94,2.77,3.0,Bueno,-90.36493559963706,-1.9520065890772367,-5.107246399595514
2,CONTINUO,CURSOS INSCRITOS,10,20,131.85,39,HOMBRE,NO,0,0,8.23,9.3,8.89,9.55,9.28,8.9,8.91,9.4,6.9,8.55,9.25,7.3,2.38,3.09,2.39,3.05,2.78,3.08,2.6,3.19,3.25,2.25,2.75,1.98,3.3,3.3,3.5,3.5,3.5,3.19,3.43,2.3,3.5,3.5,2.39,2.55,2.91,3.0,3.0,3.0,2.63,2.78,2.8,Bueno,44.768389915332534,0.6446188004844284,-5.6604911933385305
1,NUEVO,CURSOS INSCRITOS,10,20,0.0,39,HOMBRE,NO,0,0,0.0,0.4,0.0,2.87,0.0,1.0,0.0,0.0,0.0,0.23,0.0,0.0,-1.0,0.4,-1.0,0.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,-1.0,-1.0,0.1,-1.0,1.0,-1.0,0.1,Critico,-84.85329353487933,22.14918758493477,-24.772671900470964
1,NUEVO,CURSOS INSCRITOS,0,20,137.41,39,HOMBRE,NO,0,0,8.04,7.37,7.35,8.17,8.45,6.91,8.14,7.42,4.93,8.2,8.33,8.09,1.73,1.94,2.05,1.67,2.25,1.13,1.98,2.39,1.83,2.0,2.63,1.78,3.5,3.1,3.05,3.5,3.3,2.78,3.1,2.5,3.4,3.3,3.38,2.81,2.33,2.25,3.0,2.9,3.0,1.93,2.8,Bueno,52.190863253462766,7.2029183682283024,-11.545141218222456
2,CONTINUO,CURSOS INSCRITOS,10,20,175.8,39,HOMBRE,NO,0,0,9.14,9.22,9.17,9.07,8.51,9.09,7.95,9.17,5.73,7.6,9.18,9.31,2.64,3.25,2.67,2.67,2.31,2.78,2.06,3.06,2.58,3.0,2.88,2.87,3.5,3.2,3.5,3.5,3.2,3.41,3.3,1.05,3.5,3.3,3.44,3.0,2.77,3.0,2.9,3.0,2.9,2.81,1.1,Bueno,87.7445411484237,-5.526858738406737,0.9131131095355536
2,CONTINUO,CURSOS INSCRITOS,10,20,131.85,39,HOMBRE,NO,0,0,8.33,7.31,6.52,6.74,8.73,7.81,6.68,7.13,7.48,5.71,8.89,7.13,2.05,2.81,2.54,2.26,2.78,1.89,1.91,2.5,2.58,2.58,2.59,1.55,3.5,3.28,1.5,3.38,3.15,3.5,2.0,2.5,0.73,3.3,3.07,2.78,1.22,2.48,1.1,2.8,2.42,2.63,2.4,Bueno,44.66481239156069,1.0602181224795024,-5.551691532796005
2,CONTINUO,CURSOS INSCRITOS,0,20,195.33,39,HOMBRE,NO,0,0,9.14,9.3,7.78,9.23,8.8,9.53,8.48,9.48,8.55,9.0,9.15,8.74,2.64,3.01,3.08,2.83,2.5,3.25,2.31,3.13,3.25,2.7,3.25,2.5,3.5,3.5,2.3,3.4,3.3,3.28,3.5,2.9,3.5,3.5,3.24,3.0,2.79,2.4,3.0,3.0,3.0,2.85,2.8,Bueno,108.94817227896515,-1.4018695262930982,-2.9556954525943278
2,CONTINUO,CURSOS INSCRITOS,40,20,0.0,39,HOMBRE,NO,0,0,9.83,9.73,9.67,9.67,9.75,9.63,9.25,9.72,10.0,9.83,9.88,10.0,3.33,3.38,3.17,3.17,3.25,3.13,2.75,3.44,3.5,3.33,3.38,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.0,2.85,3.0,3.0,3.0,3.0,2.78,3.0,Bueno,-90.32455541761705,-2.1231360573218967,-5.137456028072049
2,CONTINUO,CURSOS INSCRITOS,18,20,121.3,39,HOMBRE,NO,0,0,8.98,9.62,9.92,9.48,9.94,9.56,9.04,9.16,9.75,9.35,9.69,9.55,2.48,3.26,3.42,2.98,3.44,3.06,2.69,3.33,3.25,3.17,3.19,3.22,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.38,3.5,3.33,3.0,2.86,3.0,3.0,3.0,3.0,2.33,2.8,Bueno,32.85421308246783,-3.74869179294957,-1.893259362012835
2,CONTINUO,CURSOS INSCRITOS,10,20,131.85,39,HOMBRE,NO,0,0,8.74,9.13,9.05,9.43,9.9,9.1,8.44,7.86,7.55,8.87,9.56,8.81,2.24,2.96,3.3,2.93,3.5,2.72,2.1,2.89,3.0,2.67,3.06,2.65,3.5,3.35,3.5,3.5,3.4,3.41,3.3,2.6,3.4,3.5,3.27,3.0,2.82,2.25,3.0,3.0,2.97,1.67,2.8,Bueno,44.77891453381862,0.5779743843901833,-5.694265398827029
2,CONTINUO,CURSOS INSCRITOS,0,20,91.61,39,HOMBRE,NO,0,0,8.61,9.17,8.3,7.57,9.39,8.3,8.34,9.31,7.57,7.55,8.66,7.91,2.11,3.15,2.47,2.37,3.44,2.97,2.33,3.06,3.17,2.1,2.56,1.88,3.5,3.2,3.5,2.5,2.95,3.4,3.43,1.4,3.25,3.1,3.03,3.0,2.82,2.33,2.7,3.0,1.93,2.82,2.2,Bueno,7.4550550193650915,13.45900617394418,-18.37274451413432
2,CONTINUO,CURSOS INSCRITOS,0,20,91.61,39,HOMBRE,NO,0,0,7.05,9.23,8.29,6.27,8.16,8.88,8.19,8.69,6.05,7.93,8.66,7.69,0.75,2.91,2.39,0.97,2.56,2.6,1.84,3.01,2.25,2.33,2.56,1.95,3.3,3.5,3.5,2.5,2.6,3.5,2.9,2.0,3.0,3.1,2.74,3.0,2.82,2.4,2.8,3.0,2.78,2.78,2.6,Bueno,7.418464568127287,13.61036110969985,-18.351560023332485
2,CONTINUO,CURSOS INSCRITOS,50,20,0.0,39,HOMBRE,NO,0,0,8.99,8.93,8.38,9.17,9.65,9.36,8.75,9.46,9.32,8.2,9.63,9.01,2.49,3.25,3.1,3.07,3.25,3.03,2.26,3.06,3.42,2.25,3.13,2.74,3.5,3.08,2.5,3.5,3.5,3.33,3.5,2.9,3.15,3.5,3.38,3.0,2.6,2.78,2.6,2.9,3.0,2.9,2.8,Bueno,-92.44974132067676,-8.91857433550167,1.6745547393561526
2,CONTINUO,CURSOS INSCRITOS,10,20,42.28,39,HOMBRE,NO,0,0,3.17,2.81,2.25,7.45,7.3,7.61,0.85,2.5,2.47,2.95,6.86,6.54,2.04,2.81,2.25,2.15,2.5,2.16,0.85,1.0,0.97,1.72,2.76,1.97,-1.0,0.0,0.0,2.5,1.8,2.71,0.0,1.5,0.63,3.1,2.57,1.13,-1.0,-1.0,2.8,3.0,2.74,1.5,0.6,Regular,-43.178752146387026,14.69939961317068,-18.785062294910205
1,CONTINUO,CURSOS INSCRITOS,10,20,115.67,39,HOMBRE,NO,0,0,0.45,3.4,0.67,1.3,8.74,0.23,0.4,3.35,2.07,0.6,5.98,0.14,0.45,0.85,0.67,0.6,2.44,0.23,0.4,0.5,0.57,0.6,1.88,0.14,-1.0,1.05,0.0,0.0,3.3,0.0,0.0,1.5,0.0,3.1,0.0,-1.0,1.5,-1.0,0.7,3.0,0.0,2.85,-1.0,Ruido,28.44459022384127,5.052865107248636,-7.5864088598290325
1,NUEVO,CURSOS INSCRITOS,60,20,0.0,39,HOMBRE,NO,0,0,5.49,5.93,6.08,3.33,6.79,8.05,6.36,8.39,4.48,4.15,7.74,6.54,2.06,3.08,2.38,2.4,2.39,2.85,1.98,3.0,2.58,1.92,2.19,2.41,2.0,0.0,1.75,0.03,1.4,2.39,3.14,1.0,1.13,3.15,2.92,1.43,2.85,1.95,0.9,3.0,2.81,2.25,1.1,Regular,-94.74589314187672,-14.95101865801644,8.73648497174479
1,NUEVO,CURSOS INSCRITOS,10,20,123.67,39,HOMBRE,NO,0,0,7.81,6.77,7.45,8.69,8.5,7.6,5.77,8.94,6.55,6.36,8.24,6.89,2.18,2.41,2.4,2.25,2.3,1.9,1.71,3.0,2.25,2.01,1.94,1.66,3.0,1.95,2.5,3.44,3.3,2.98,3.28,2.5,3.25,3.3,2.57,2.63,2.41,2.55,3.0,2.9,2.72,2.66,1.1,Bueno,36.67059440089952,2.1969710462000354,-6.817145365263068
1,NUEVO,CURSOS INSCRITOS,20,20,113.33,39,HOMBRE,NO,0,0,3.69,6.13,2.9,7.07,8.83,7.26,0.4,2.0,0.63,0.83,1.5,2.65,2.19,3.13,2.4,2.67,2.68,2.63,0.4,0.5,0.63,0.6,0.5,0.4,1.5,1.5,0.5,3.5,3.15,1.75,0.0,0.0,0.13,0.0,0.0,0.0,1.5,-1.0,0.9,3.0,2.88,1.5,0.1,Regular,24.184446840114372,-2.0634807886093336,-1.352188352045476
1,CONTINUO,CURSOS INSCRITOS,10,20,0.0,39,HOMBRE,NO,0,0,0.94,4.93,3.3,2.05,2.66,1.25,-1.0,0.0,1.5,0.0,1.0,0.0,0.94,2.23,1.8,1.4,1.31,1.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2,0.0,0.65,1.35,0.0,0.0,1.5,0.0,0.0,0.0,-1.0,1.5,1.5,-1.0,-1.0,0.0,-1.0,-1.0,Critico,-84.76812687209335,21.84789025599351,-24.780954991928244
1,NUEVO,CURSOS INSCRITOS,10,20,0.0,39,HOMBRE,NO,0,0,0.3,1.78,0.23,2.84,2.95,0.67,0.0,0.0,0.0,0.23,0.0,0.0,0.3,0.35,0.23,0.3,0.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,2.44,1.5,0.0,0.0,0.0,0.13,0.0,0.0,0.0,1.43,-1.0,0.1,1.0,0.67,-1.0,0.1,Critico,-84.81752336014539,21.979768105219886,-24.776433756403783
1,NUEVO,CURSOS INSCRITOS,0,20,0.0,39,HOMBRE,NO,0,0,1.73,4.73,4.6,5.27,6.24,5.34,0.0,2.0,0.67,0.5,0.5,0.0,1.73,2.6,2.35,1.67,2.19,1.0,-1.0,0.5,0.67,0.27,0.5,0.0,0.0,0.0,0.0,2.5,1.05,1.51,0.0,0.0,0.13,0.0,0.0,0.0,2.13,2.25,1.1,3.0,2.83,1.5,0.1,Regular,-82.59037166663815,28.344600047694072,-31.642665223391667
2,CONTINUO,CURSOS INSCRITOS,10,20,131.85,39,HOMBRE,NO,0,0,7.35,7.58,5.75,6.21,9.01,8.76,8.62,9.46,8.7,8.98,9.94,8.68,0.85,3.31,1.0,0.93,2.51,3.18,2.19,3.38,3.25,3.33,3.44,3.1,3.5,1.5,2.8,2.38,3.5,3.28,3.2,2.45,3.25,3.5,2.64,3.0,2.77,1.95,2.9,3.0,2.3,2.88,2.4,Bueno,44.73361857414362,0.7554873184164375,-5.609925824823167
1,CONTINUO,CURSOS INSCRITOS,30,20,99.16,39,HOMBRE,NO,0,0,7.76,9.38,4.16,3.07,8.75,5.08,1.89,6.57,6.25,2.37,9.06,4.5,2.25,3.09,2.66,2.47,2.7,2.69,1.89,-1.0,2.75,-1.0,-1.0,2.52,3.3,3.5,0.0,0.0,3.15,1.62,1.5,3.5,0.0,3.5,0.0,2.21,2.79,1.5,0.6,2.9,0.77,-1.0,-1.0,Regular,8.404923455856952,-7.684278143976227,3.284333210091439
1,NUEVO,CURSOS INSCRITOS,10,20,113.78,39,HOMBRE,NO,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,Critico,26.391971016816065,6.263908754995725,-7.733912041279368
1,NUEVO,CURSOS INSCRITOS,100,20,0.0,39,HOMBRE,NO,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,Critico,-103.53256809016462,-40.806291183907504,36.118157623258384
2,CONTINUO,CURSOS INSCRITOS,10,20,115.67,39,HOMBRE,NO,0,0,-1.0,7.92,8.76,9.57,-1.0,9.77,-1.0,9.35,7.63,7.36,-1.0,7.2,-1.0,3.28,2.93,3.07,-1.0,3.49,-1.0,2.95,2.93,2.3,-1.0,2.96,-1.0,2.0,3.5,3.5,-1.0,3.5,3.5,2.0,3.5,-1.0,1.75,-1.0,2.64,2.33,3.0,-1.0,2.78,2.9,1.56,Ruido,28.687021081428878,4.2410306950387255,-7.926373275189666
1,NUEVO,CURSOS INSCRITOS,10,20,0.0,39,HOMBRE,NO,0,0,-1.0,4.3,1.31,1.88,-1.0,2.14,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.4,0.33,-1.0,-1.0,0.43,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.5,0.0,1.88,-1.0,0.71,0.0,0.0,0.0,-1.0,0.0,-1.0,2.4,0.98,0.0,-1.0,1.0,-1.0,0.0,Critico,-84.83746738428306,22.14684156321759,-24.73694525855487
1,CONTINUO,CURSOS INSCRITOS,0,100,54.85,39,HOMBRE,NO,0,0,-1.0,6.3,5.57,3.5,-1.0,5.11,-1.0,3.5,0.67,0.0,-1.0,2.45,-1.0,2.33,2.39,2.5,-1.0,2.11,-1.0,0.5,0.67,0.0,-1.0,0.33,-1.0,1.35,1.0,0.0,-1.0,0.0,1.5,0.0,0.0,-1.0,0.0,-1.0,2.62,2.18,1.0,-1.0,3.0,1.5,0.0,Critico,-29.621782308067814,76.38812626883805,33.67260545448471
1,NUEVO,CURSOS INSCRITOS,60,20,0.0,39,HOMBRE,NO,0,0,-1.0,1.8,0.33,2.87,0.45,0.91,-1.0,0.0,0.0,0.23,0.0,0.0,-1.0,0.45,0.33,0.27,0.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.13,0.0,0.0,-1.0,1.35,-1.0,0.1,-1.0,0.91,-1.0,0.1,Critico,-95.20147878653947,-12.936219127284762,9.030926930591908
2,CONTINUO,CURSOS INSCRITOS,10,20,57.27,39,HOMBRE,NO,0,0,4.0,3.75,2.58,5.58,6.78,7.78,0.5,2.44,3.14,4.3,2.0,8.94,2.0,2.53,2.58,2.28,2.28,3.06,0.5,2.44,3.14,2.2,1.0,2.89,2.0,0.0,0.0,2.5,1.5,3.05,0.0,0.0,1.0,0.0,3.27,0.0,1.22,-1.0,0.8,3.0,1.67,0.0,1.1,Regular,-28.514181996911812,12.616406334434737,-16.52176788259589
1,NUEVO,CURSOS INSCRITOS,10,20,92.94,39,HOMBRE,NO,0,0,-1.0,8.7,7.56,6.55,-1.0,6.91,-1.0,8.91,6.75,6.91,-1.0,8.23,-1.0,2.83,2.31,2.55,-1.0,1.93,-1.0,2.96,2.75,2.76,-1.0,2.15,-1.0,3.3,3.0,3.1,-1.0,2.41,3.4,3.1,3.05,-1.0,3.15,-1.0,2.57,2.25,0.9,-1.0,2.57,2.55,1.1,Ruido,6.412896885885393,7.6239893065882,-11.258155656816099
2,CONTINUO,CURSOS INSCRITOS,10,20,0.0,39,HOMBRE,NO,0,0,7.15,8.01,8.52,8.69,5.05,8.44,8.03,7.61,7.45,8.37,7.1,7.94,0.8,2.61,2.62,2.75,0.75,2.2,1.98,2.94,2.65,2.37,1.0,2.01,3.35,3.15,3.5,3.44,1.6,3.24,3.5,2.1,3.5,3.3,3.33,3.0,2.25,2.4,2.5,2.7,3.0,1.17,2.5,Bueno,-84.27002942271159,19.638184794781065,-25.2751132628384
2,NUEVO,CURSOS INSCRITOS,10,100,61.93,39,HOMBRE,NO,0,0,-1.0,-1.0,5.83,9.09,-1.0,8.07,-1.0,-1.0,9.33,6.86,-1.0,8.01,-1.0,-1.0,2.4,2.79,-1.0,2.71,-1.0,-1.0,3.18,3.18,-1.0,2.42,-1.0,-1.0,2.0,3.5,-1.0,3.5,-1.0,3.3,1.0,-1.0,3.38,-1.0,-1.0,1.43,2.8,-1.0,1.86,-1.0,2.68,Ruido,-24.662700601860994,67.81723341166467,41.11964704273381
1,CONTINUO,CURSOS INSCRITOS,10,20,157.55,39,HOMBRE,NO,0,0,8.03,8.71,9.07,9.6,9.49,9.35,5.23,7.62,9.15,9.22,8.55,8.6,2.08,3.31,2.89,3.1,3.39,2.85,1.75,1.94,3.25,2.92,3.25,2.33,3.4,2.55,3.18,3.5,3.1,3.5,2.9,2.9,3.5,3.3,3.33,2.55,2.85,3.0,3.0,3.0,3.0,2.78,2.8,Bueno,69.89545584013725,-2.9535590258641355,-1.8753932149641939
1,NUEVO,CURSOS INSCRITOS,0,20,79.31,39,HOMBRE,NO,0,0,-1.0,-1.0,6.55,3.79,-1.0,6.78,-1.0,-1.0,3.37,0.67,-1.0,6.61,-1.0,-1.0,0.87,0.8,-1.0,0.84,-1.0,-1.0,0.97,0.67,-1.0,0.93,-1.0,-1.0,3.5,2.19,-1.0,3.06,-1.0,0.6,0.0,-1.0,2.68,-1.0,-1.0,2.18,0.8,-1.0,2.88,-1.0,0.0,Critico,-5.10096490897661,17.483813641090727,-19.887532524203035
1,CONTINUO,CURSOS INSCRITOS,60,20,0.0,39,HOMBRE,NO,0,0,7.25,8.9,8.03,6.02,-1.0,7.99,2.94,6.41,8.94,2.75,-1.0,6.87,1.9,2.83,2.58,2.23,-1.0,1.64,1.34,2.31,3.04,1.95,-1.0,1.84,3.1,3.5,3.5,2.19,-1.0,3.5,1.5,2.9,0.8,-1.0,2.22,2.25,2.57,1.95,1.6,-1.0,2.85,2.6,0.0,Ruido,-94.80013577768557,-14.559182875317914,8.767548848437805
1,NUEVO,CURSOS INSCRITOS,10,20,79.98,39,HOMBRE,NO,0,0,-1.0,-1.0,2.71,1.33,-1.0,1.39,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,2.01,1.33,-1.0,0.42,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.7,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.97,-1.0,0.0,Critico,-6.652493963628671,10.99811419307593,-12.77714453757917
1,NUEVO,CURSOS INSCRITOS,0,20,50.61,39,HOMBRE,NO,0,0,-1.0,-1.0,8.08,5.51,-1.0,6.68,-1.0,-1.0,6.15,6.47,-1.0,6.82,-1.0,-1.0,2.85,2.07,-1.0,2.0,-1.0,-1.0,2.7,1.27,-1.0,1.73,-1.0,-1.0,3.5,2.44,-1.0,2.91,-1.0,1.8,3.0,-1.0,2.45,-1.0,-1.0,1.73,1.0,-1.0,1.77,-1.0,2.2,Ruido,-33.08723256049431,21.21720247136846,-24.296456807700906
1,CONTINUO,CURSOS CADUCADOS,10,20,0.0,39,HOMBRE,NO,0,0,-1.0,-1.0,8.28,6.89,-1.0,8.1,-1.0,-1.0,7.17,7.02,-1.0,8.87,-1.0,-1.0,2.93,3.04,-1.0,2.36,-1.0,-1.0,2.42,2.67,-1.0,2.49,-1.0,-1.0,2.5,0.95,-1.0,3.15,-1.0,3.1,3.25,-1.0,3.38,-1.0,-1.0,2.85,2.9,-1.0,2.59,-1.0,1.1,Ruido,-84.61593779405118,21.1649153765837,-25.120799554846283
2,CONTINUO,CURSOS CADUCADOS,20,20,0.0,39,HOMBRE,NO,0,0,-1.0,-1.0,8.81,8.87,-1.0,8.93,-1.0,-1.0,9.07,8.86,-1.0,7.93,-1.0,-1.0,2.83,2.82,-1.0,2.43,-1.0,-1.0,3.17,2.76,-1.0,2.15,-1.0,-1.0,3.2,3.45,-1.0,3.5,-1.0,2.9,3.3,-1.0,2.78,-1.0,-1.0,2.78,2.6,-1.0,3.0,-1.0,2.8,Ruido,-86.64766448051697,13.990035710058077,-18.444565638401087
1,NUEVO,CURSOS INSCRITOS,10,20,0.0,39,HOMBRE,NO,0,0,-1.0,-1.0,6.5,9.09,-1.0,7.94,-1.0,-1.0,9.26,5.58,-1.0,8.36,-1.0,-1.0,2.35,2.95,-1.0,2.31,-1.0,-1.0,2.76,1.93,-1.0,2.34,-1.0,-1.0,2.2,3.14,-1.0,3.11,-1.0,3.5,2.95,-1.0,3.21,-1.0,-1.0,1.95,3.0,-1.0,2.52,-1.0,0.7,Ruido,-84.6173524802141,21.1538250362724,-25.161432756523986
1,CONTINUO,CURSOS CADUCADOS,0,20,59.25,39,HOMBRE,NO,0,0,-1.0,-1.0,8.26,8.26,-1.0,8.2,-1.0,-1.0,6.07,6.45,-1.0,8.1,-1.0,-1.0,2.21,2.16,-1.0,2.58,-1.0,-1.0,0.87,0.6,-1.0,2.52,-1.0,-1.0,3.5,3.5,-1.0,3.06,-1.0,2.5,3.25,-1.0,2.98,-1.0,-1.0,2.55,2.6,-1.0,2.56,-1.0,2.6,Ruido,-24.606775221859163,19.847912389190956,-23.079493933117025
1,NUEVO,CURSOS INSCRITOS,0,20,0.0,39,HOMBRE,NO,0,0,-1.0,-1.0,9.17,8.82,-1.0,8.38,-1.0,-1.0,3.1,6.33,-1.0,4.77,-1.0,-1.0,2.67,2.58,-1.0,2.21,-1.0,-1.0,2.5,1.93,-1.0,1.83,-1.0,-1.0,3.5,3.44,-1.0,3.17,-1.0,0.6,3.3,-1.0,0.0,-1.0,-1.0,3.0,2.8,-1.0,3.0,-1.0,1.1,Ruido,-82.58723763916426,28.369492610824647,-31.872796612050358
