Cluster,fake_identificacion,Periodo,Region,Zona,Centro,Periodo Admision,Ciclo Academico,Tipo de Programa,Estatus del Curso,Porcentaje de beca,Porcentaje desencuento matricula,Monto descuento automatico,Edad,Sexo,Discapacidad,Porcentaje de discapacidades,Número discapacidades,Metodología de la invest y tec(Bim1),Computación y sociedad(Bim1),Fundamentos de tecnologias(Bim1),Algoritmos y resolución de pro(Bim1),Humanismo universidad y cultu(Bim1),Fundamentos matematicos(Bim1),Metodología de la invest y tec(Bim2),Computación y sociedad(Bim2),Fundamentos de tecnologias(Bim2),Algoritmos y resolución de pro(Bim2),Humanismo universidad y cultu(Bim2),Fundamentos matematicos(Bim2),Metodología de la invest y tec(aaBim1),Computación y sociedad(aaBim1),Fundamentos de tecnologias(aaBim1),Algoritmos y resolución de pro(aaBim1),Humanismo universidad y cultu(aaBim1),Fundamentos matematicos(aaBim1),Metodología de la invest y tec(aaBim2),Computación y sociedad(aaBim2),Fundamentos de tecnologias(aaBim2),Algoritmos y resolución de pro(aaBim2),Humanismo universidad y cultu(aaBim2),Fundamentos matematicos(aaBim2),Metodología de la invest y tec(acdBim1),Computación y sociedad(acdBim1),Fundamentos de tecnologias(acdBim1),Algoritmos y resolucion de pro(acdBim1),Humanismo universidad y cultu(acdBim1),Fundamentos matematicos(acdBim1),Computación y sociedad(acdBim2),Fundamentos de tecnologias(acdBim2),Algoritmos y resolucion de pro(acdBim2),Humanismo universidad y cultu(acdBim2),Fundamentos matematicos(acdBim2),Metodología de la invest y tec(apeBim1),Computación y sociedad(apeBim1),Fundamentos de tecnologias(apeBim2),Algoritmos y resolucion de pro(acdBim2),Humanismo universidad y cultu(apeBim1),Fundamentos matematicos(apeBim1),Computación y sociedad(apeBim2),Algoritmos y resolución de pro(apeBim2),Componente_1,Componente_2,porcentaje_de_beca
Bueno,CQTS20515820634140,202264,LOJA,SUR,PIÑAS,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,175.8,39,HOMBRE,NO,0,0,8.66,7.55,7.81,7.03,8.96,7.8,7.83,8.92,7.73,7.14,8.34,7.81,2.16,2.94,2.43,2.5,2.46,1.77,2.08,2.69,2.43,1.76,2.19,1.54,3.5,1.9,3.5,3.19,3.5,3.29,3.3,2.3,3.5,3.15,3.27,3,2.71,1.88,1.34,3,2.74,2.93,1.88,-1.585889811,-0.020972909,202162
Bueno,DFBR99234879770588,202262,LOJA,SUR,LOJA,202162,2,CONTINUO,CURSOS INSCRITOS,40,20,0,39,HOMBRE,NO,0,0,8.95,9.05,9.02,8.21,9.84,8.52,8.3,8.54,9.25,8.12,10,8.89,2.45,2.75,2.67,2.33,3.44,2.46,2.25,2.81,2.75,2.42,3.5,2.56,3.5,3.5,3.5,2.88,3.4,3.06,2.83,3.5,3.5,3.5,3.33,3,2.8,2.85,3,3,3,2.9,2.2,-2.043435858,0.18468936682372578,202162
Bueno,KZLP09183671181698,202162,QUITO,METROPOLIT,QUITO-CARCELEN,202162,2,CONTINUO,CURSOS INSCRITOS,8,20,134.78,39,HOMBRE,NO,0,0,9.3,9.55,9.46,9.58,9.59,9.75,8.38,9.58,9.83,9.83,9.89,9.33,3.1,3.31,3.26,3.08,3.09,3.25,2.68,3.08,3.33,3.33,3.39,3.18,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.15,2.7,2.74,2.7,3,3,3,3,3,-2.391481723,0.20203307823360217,202162
Bueno,RWTO62746341500524,202264,QUITO,METROPOLIT,QUITO-SAN RAFAEL,202162,2,NUEVO,CURSOS INSCRITOS,10,100,164.81,39,HOMBRE,NO,0,0,8.63,8.69,8.34,9.22,8.64,9.1,8.45,9.22,9.67,8.85,8.5,9.18,2.78,3.13,2.29,2.72,2.34,2.6,2.25,2.88,3.17,2.75,2.5,2.68,3.3,3.05,3.5,3.5,3.3,3.5,3.4,3.5,3.5,3.2,3.5,2.55,2.51,2.55,3,3,3,2.94,2.6,-1.984517677,-0.292061811,202162
Bueno,NSNP46784202645413,202264,QUITO,METROPOLIT,QUITO-TURUBAMBA,202064,1,NUEVO,CURSOS INSCRITOS,0,20,0,39,HOMBRE,NO,0,0,8.69,9.58,9.14,8.18,9.2,9.38,8.98,8.6,9.64,9.68,9.33,9.11,2.64,3.08,2.64,2.93,2.9,3.09,2.78,3.03,3.14,3.18,2.83,2.78,3.5,3.5,3.5,2.25,3.3,3.5,2.9,3.5,3.5,3.5,3.5,2.55,3,3,3,3,2.79,2.67,3,-2.083442002,-0.189140834,202064
Bueno,FXKW02579141352050,202162,QUITO,METROPOLIT,QUITO-VILLAFLORA,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,208.76,39,HOMBRE,NO,0,0,9.1,7.63,9.03,9.53,9.31,8.79,8.29,9.08,7.28,8.75,9.19,8.83,2.6,3.13,2.75,3.08,2.81,2.81,2.09,2.88,3.08,2.25,2.69,2.68,3.5,1.5,3.5,3.45,3.5,2.98,3.2,2.7,3.5,3.5,3.15,3,3,2.78,3,3,3,3,3,-1.980182805,0.1944637205500326,202162
Bueno,NITG95442253380827,202164,QUITO,METROPOLIT,QUITO-SAN RAFAEL,202064,2,CONTINUO,CURSOS INSCRITOS,40,20,0,39,HOMBRE,NO,0,0,9.03,8.6,8.82,9.17,8.53,9.55,8.43,8.98,9.3,8.92,9.25,9.43,2.53,2.81,2.47,2.67,2.63,3.22,2.38,2.94,2.8,2.42,2.75,3.12,3.5,3,3.5,3.5,2.9,3.5,3.4,3.5,3.5,3.5,3.5,3,2.79,2.85,3,3,2.83,2.64,3,-2.122528543,0.072518449,202064
Bueno,KQQR67974641943275,202162,ESTADOS UNIDOS,NEW YORK,NEW YORK,202162,1,NUEVO,CURSOS INSCRITOS,0,20,84.28,39,HOMBRE,NO,0,0,9.4,9.36,9.35,9.83,9.88,9.97,9.29,9.65,9.92,9.92,9.75,9.25,3.2,3.13,2.85,3.33,3.38,3.5,2.94,3.25,3.42,3.42,3.25,2.75,3.5,3.35,3.5,3.5,3.5,3.5,3.4,3.5,3.5,3.5,3.5,2.7,2.88,3,3,3,2.97,3,3,-2.349116454,-0.13288587,202162
Bueno,QMLR03155928582215,202164,GUAYAQUIL,GRAN-GYE,SAMBORONDON,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,87.9,39,HOMBRE,NO,0,0,8.16,8.65,8.85,8.42,7.06,8.92,6.94,8.72,5.63,8.65,8.5,7.71,1.96,2.58,2.87,2.52,2.26,2.7,1.34,2.7,2.83,2.97,3,2.08,3.5,3.3,3.5,3.5,3,3.5,3.5,1.6,2.88,2.5,3.36,2.7,2.77,2.48,2.4,1.8,2.72,2.52,2.8,-1.673505298,-0.060403436,202162
Regular,IFGP64541428469531,202264,QUITO,METROPOLIT,QUITO,202064,1,CONTINUO,CURSOS CADUCADOS,30,20,99.16,39,HOMBRE,NO,0,0,7.58,9.26,6.08,4.4,9,8.03,2.9,2.3,1.2,1.73,3.75,2.06,2.18,3.2,3.18,2.65,2.8,2.63,0.2,0.5,0.6,0.93,0.95,0.38,3.3,3.35,2,1.25,3.3,3.18,0,0.6,0,1.8,0,2.1,2.71,0.9,0.5,2.9,2.22,1.8,0.8,0.16184585613238756,0.2209867514469003,202064
Regular,MANB05725740091555,202162,CUENCA,SIERRA-SUR,CUENCA,202162,1,NUEVO,CURSOS INSCRITOS,0,20,0,39,HOMBRE,NO,0,0,4.8,6.59,5.21,7.02,4.69,5.64,6.25,4.25,3.27,2.88,2.85,2.44,1.7,3.08,1.73,2.27,1.89,2.1,0.5,0.9,0.87,0.6,0.8,0.15,1.6,1.2,2.5,2.25,0.8,2.57,1.2,2.1,1.88,1.8,1.75,1.5,2.31,0.98,2.5,2,0.97,2.15,0.4,0.30007377486262415,-0.455885324,202162
Regular,QVJM33044427822313,202264,CUENCA,SIERRA-SUR,LA TRONCAL,202062,1,CONTINUO,CURSOS CADUCADOS,10,20,113.78,39,HOMBRE,NO,0,0,6.2,4.58,3.07,3.72,6.1,6.95,5.35,6.24,2.65,2.42,5.95,5.75,0.8,0.85,0.87,0.83,0.65,0.93,0.65,0.9,0.8,0.6,0.7,0.45,3.15,1.05,1.3,1.25,3.25,3.15,2.9,0.5,0.8,2.85,2.57,2.25,2.68,0.9,1.64,2.2,2.87,2.44,1.02,0.077310876,-0.213479386,202062
Regular,PQQY82322514159534,202264,LOJA,SUR,ZARUMA,202162,1,NUEVO,CURSOS INSCRITOS,0,20,126.42,39,HOMBRE,NO,0,0,8.7,9.17,8.57,9.5,9.31,8.96,5.65,5.2,3.5,0,4,4.19,2.5,2.96,2.42,3,2.81,2.96,0.95,1,1,0,1,0.42,3.5,3.35,3.3,3.5,3.5,3.06,1.5,1,0,2,1.52,2.7,2.86,2.85,3,3,2.94,2.7,0,-0.488683526,-0.119199008,202162
Bueno,DAZM18669316806536,202264,QUITO,METROPOLIT,QUITO,202162,2,CONTINUO,CURSOS INSCRITOS,0,20,183.35,39,HOMBRE,NO,0,0,7.79,8.87,8.01,7.55,7.84,8.45,7.35,7.7,6.8,6.24,8.08,9.16,2.39,3.13,2.33,2.25,2.69,2.28,2.25,3.13,2.5,1.83,3.13,3.08,3.15,3.3,2.98,3.5,2.15,3.4,2,3.1,2.25,1.95,3.15,2.25,2.44,2.7,1.8,3,2.77,2.57,2.16,-1.522811536,0.11056587157692423,202162
Regular,CGQL49901111749647,202162,SANTO DOMINGO,COSTA-NOR,SANTO DOMINGO,202162,1,NUEVO,CURSOS INSCRITOS,10,20,75.85,39,HOMBRE,NO,0,0,6.15,5.05,3.48,6.2,6.55,4.84,0,0,0,0,0,0,0.75,0.75,0.8,0.97,0.85,0.75,-1,-1,-1,0,-1,-1,3,3.43,0.5,2.53,3.1,1.4,0,0,0,0,0,2.4,0.87,2.18,2.7,2.6,2.69,-1,0,1.4520428835280519,-0.611635618,202162
Bueno,UUIG14063428265889,202162,CUENCA,SIERRA-SUR,CUENCA,202162,1,NUEVO,CURSOS INSCRITOS,10,20,113.78,39,HOMBRE,NO,0,0,8.74,8.91,7.34,8.59,9.06,8.95,7.85,6.38,7.75,6.7,7.5,8.3,2.54,3.01,2.14,2.67,2.56,2.6,1.95,1,2.75,1,1,2.15,3.5,3.28,2.5,3.5,3.5,3.5,2.9,2.3,3.3,3.5,3.15,2.7,2.62,2.7,2.42,3,2.85,2.48,2.4,-1.483779071,-0.411335592,202162
Bueno,FQIW80833745896894,202264,SANTO DOMINGO,COSTA-NOR,QUININDE,202064,2,CONTINUO,CURSOS INSCRITOS,30,20,146.5,39,HOMBRE,NO,0,0,7.79,8.92,7.91,7.8,8.11,7.65,8.16,9.18,7.72,8.02,9.71,7.98,2.09,2.56,2.01,1.92,1.81,1.59,2.26,2.75,2.67,1.92,3.25,1.65,3.3,3.5,3.5,2.88,3.3,3.06,3.5,2.8,3.5,3.46,3.33,2.4,2.86,2.4,3,3,3,2.93,2.6,-1.791586079,-0.029363639,202064
Bueno,KJRB21636626127684,202262,GUAYAQUIL,GRAN-GYE,SAMBORONDON,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,102.58,39,HOMBRE,NO,0,0,8.48,9.57,8.82,9.01,8.94,8.9,8.66,9.44,9.58,7.44,9.31,8.09,2.43,3.13,2.47,2.83,2.44,2.46,2.31,3.19,3.08,2.25,2.81,2.47,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.19,3.5,2.68,2.55,2.94,2.85,2.68,3,2.94,2.75,2,-2.033513816,0.085450139,202162
Bueno,JPYV92856904573341,202264,LOJA,SUR,LOJA,202062,2,CONTINUO,CURSOS INSCRITOS,10,20,175.8,39,HOMBRE,NO,0,0,7.56,8.37,7.32,7.98,8.51,6.98,6.44,8.71,7.21,6.34,8.2,8.57,1.86,2.95,2.32,2.2,2.61,1.73,1.59,2.7,2.08,2.1,2.25,2.14,3.15,2.85,3.5,2.88,3.3,3.15,3.41,3.1,1.94,2.95,3.5,2.55,2.57,1.5,2.9,2.6,2.1,2.6,2.3,-1.49201155,-0.059910045,202062
Critico,LDUL17159447635518,202264,QUITO,METROPOLIT,QUITO,202162,1,NUEVO,CURSOS INSCRITOS,10,20,0,39,HOMBRE,NO,0,0,0.5,1.85,0.57,0,0.5,1.47,-1,-1,-1,-1,-1,-1,0.5,0.5,0.57,-1,0.5,0.47,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,1.35,-1,0,-1,1,-1,-1,3.0357535498370187,-0.83939455,202162
Critico,DQVB18085421467427,202162,QUITO,METROPOLIT,QUITO-CALDERON,202064,1,NUEVO,CURSOS INSCRITOS,50,20,0,39,HOMBRE,NO,0,0,0.3,1.85,0.27,2.9,0.45,0.92,-1,0,0,0.23,0,0,0.3,0.5,0.27,0.3,0.45,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.5,0,0,0,0,0.13,0,0,-1,1.35,-1,0.1,-1,0.92,-1,0.1,2.6317266230516654,-1.179370841,202064
Bueno,VWES08777124514327,202264,GUAYAQUIL,COSTA-INS,GUAYAQUIL - SAMANES,202064,2,CONTINUO,CURSOS INSCRITOS,20,20,98.59,39,HOMBRE,NO,0,0,9.34,8.94,8.73,9.4,9.38,9.92,8.81,9.47,9.37,9.55,9.63,9.84,2.95,3.19,2.75,3.1,2.88,3.47,2.38,3.19,3.17,3.25,3.13,3.34,3.5,2.95,3.5,3.5,3.5,3.5,3.5,3.2,3.5,3.5,3.5,2.89,2.8,2.48,2.8,3,2.95,2.78,2.8,-2.294128851,0.175921322,202064
Bueno,JNER06902555469804,202262,GUAYAQUIL,GRAN-GYE,GUAYAQUIL,202162,2,CONTINUO,CURSOS CADUCADOS,10,20,123.67,39,HOMBRE,NO,0,0,8.81,8.62,9.27,8.58,8.93,9.31,7.83,9.12,9.67,9.17,9.31,9.11,2.31,3.13,2.92,2.33,2.63,2.9,2.38,2.94,3.17,2.67,2.81,2.85,3.5,2.95,3.5,3.25,3.3,3.41,3.28,3.5,3.5,3.5,3.33,3,2.54,2.85,3,3,3,2.9,3,-2.13239505,0.093861207,202162
Bueno,QJQS07939450562270,202264,LOJA,SUR,CARIAMANGA,202162,2,CONTINUO,CURSOS CADUCADOS,10,20,123.67,39,HOMBRE,NO,0,0,7.28,6.88,7.1,7.96,8.61,8.24,8.34,8.62,8.07,8.5,9.13,9.4,2.3,0.95,0.97,1.66,2.11,2.68,2.03,2.56,2.47,2.45,2.63,3.06,2.28,3.2,3.5,3.5,3.5,2.8,3.28,2.9,3.25,3.5,3.38,2.7,2.73,2.63,2.8,3,2.76,2.78,2.8,-1.732673352,-0.098471608,202162
Critico,YXZK07223565731916,202162,SANTO DOMINGO,COSTA-NOR,PEDERNALES,202162,1,NUEVO,CURSOS INSCRITOS,10,20,82.45,39,HOMBRE,NO,0,0,1.78,2.7,2.28,2.04,6.34,2.11,-1,0,0.27,0.23,0.5,0,1.78,2.06,2.28,1.94,2.44,1.88,-1,-1,0.27,-1,0.5,-1,-1,0,0,0,1.6,0,0,0,0.13,0,0,-1,0.64,-1,0.1,2.3,0.23,-1,0.1,2.1621444580049896,-0.437492043,202162
Bueno,DLQT85642204004542,202162,GUAYAQUIL,GRAN-GYE,SAMBORONDON,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,131.85,39,HOMBRE,NO,0,0,7.87,9.13,9.18,9.02,9.61,8.98,7.9,9.21,9.3,8.78,8.95,8.62,2.19,3.13,2.83,2.64,3.31,3.06,2.19,3.2,3,2.83,3.25,2.24,2.9,3.5,3.5,3.38,3.3,2.98,3.23,3.3,3.15,3.5,3.38,2.78,2.5,2.85,3,3,2.94,2.78,2.8,-2.072566546,0.15297268579576417,202162
Bueno,CAFN36830942574901,202162,SANTO DOMINGO,COSTA-NOR,PEDERNALES,202062,2,CONTINUO,CURSOS INSCRITOS,10,20,131.85,39,HOMBRE,NO,0,0,7.67,8.37,8.82,8.02,8.23,7.67,6.41,8.58,8.8,6.11,8.83,7.32,2.21,2.66,2.42,1.78,2.03,2.06,1.56,2.56,2.3,2.25,2.38,1.89,2.8,3.5,3.4,3.44,3.3,2.98,3.5,3.5,2.78,3.45,2.68,2.66,2.21,3,2.8,2.9,2.63,2.52,1.08,-1.565775134,-0.034808307,202062
Bueno,MTYH16872359607817,202264,QUITO,SIERRA-NOR,NUEVA LOJA,202162,2,CONTINUO,CURSOS INSCRITOS,40,20,0,39,HOMBRE,NO,0,0,6.84,8.95,8.03,8.5,8.95,8.63,8.43,8.5,8.93,8.56,8.76,8.84,1.93,2.89,2.13,2.42,2.65,2.13,2.08,2.75,2.83,2.51,2.81,2.51,2.28,3.35,3.5,3.38,3.3,3.5,3.5,3.1,3.25,3.15,3.44,2.63,2.71,2.4,2.7,3,3,2.25,2.8,-1.85551799,-0.013931065,202162
Bueno,ZITD39091404046535,202162,CUENCA,SIERRA-SUR,CUENCA,202162,1,NUEVO,CURSOS INSCRITOS,40,20,0,39,HOMBRE,NO,0,0,8.79,8.89,8.45,9.2,8.98,8.13,8.94,9.18,9.47,9.05,9.56,9.33,2.29,3.03,2.75,3.1,2.73,2.85,2.44,3.14,2.97,2.85,3.06,2.83,3.5,3.5,3,3.5,3.45,2.45,3.5,3.5,3.5,3.5,3.5,3,2.36,2.7,2.6,2.8,2.83,2.54,2.7,-2.023516122,-0.237453203,202162
Critico,ABWO87034829047865,202264,GUAYAQUIL,GRAN-GYE,GUAYAQUIL,202162,1,CONTINUO,CURSOS INSCRITOS,10,100,0,39,HOMBRE,NO,0,0,0.5,1.95,2.33,2.83,-1,-1,-1,0,0,0.23,-1,-1,0.5,0.45,0.33,0.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2.5,-1,-1,0,0,0.13,-1,-1,-1,1.5,-1,-1,-1,-1,-1,0.1,2.7727068746798103,-1.035857419,202162
Bueno,TRUA93439294911409,202162,GUAYAQUIL,COSTA-INS,DAULE,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,87.9,39,HOMBRE,NO,0,0,6.91,7.87,6.83,7.58,8.68,8.81,8.4,9.04,8,8.3,9.18,8.8,2.2,2.89,2.45,2.34,2.48,2.37,2.31,3.09,2.85,2.35,2.88,2.53,1.71,2.8,2.5,2.44,3.3,3.5,3.28,3.5,3.25,3.3,3.27,3,2.18,1.88,2.8,2.9,2.94,2.67,2.7,-1.724835323,0.11856148946979138,202162
Incierto,NAEX17104860726565,202164,GUAYAQUIL,GRAN-GYE,DURAN,202162,1,NUEVO,CURSOS INSCRITOS,40,20,0,39,HOMBRE,NO,0,0,8.47,9.07,-1,9.01,7.76,-1,8.18,9.27,-1,8.57,8.99,-1,2.34,2.78,-1,2.76,2.36,-1,2.08,3.14,-1,2.92,2.69,-1,3.2,3.5,-1,3.35,2.5,-1,3.5,-1,3.15,3.3,-1,2.93,2.79,-1,2.9,2.9,-1,2.63,2.5,0.0277516,-0.019950957,202162
Bueno,HEVW59108046977583,202264,QUITO,METROPOLIT,QUITO-SAN RAFAEL,202064,2,NUEVO,CURSOS INSCRITOS,0,100,183.35,39,HOMBRE,NO,0,0,8.51,7.42,7.72,6.57,9.44,-1,7.13,8.44,9.83,9.22,9.76,-1,2.31,3.19,3.17,2.97,2.94,-1,2.63,3.44,3.33,2.92,3.31,-1,3.2,1.35,2,2.5,3.5,-1,3.5,3.5,3.5,3.45,-1,3,2.88,2.55,1.1,3,-1,1.5,2.8,-0.863960841,0.004760659,202064
Bueno,PANL57200022298466,202162,LOJA,SUR,SANTA ROSA,202162,2,CONTINUO,CURSOS INSCRITOS,20,20,191.3,39,HOMBRE,NO,0,0,8.81,8.92,8.82,9.37,9.25,7.59,8.44,8.03,8.62,8.8,9,8.88,2.31,3,2.47,2.97,2.75,1.5,2.19,2.88,2.42,2.5,2.5,2.38,3.5,3.3,3.5,3.5,3.5,3.41,2.75,3.5,3.5,3.5,3.5,3,2.62,2.85,2.9,3,2.68,2.4,2.8,-1.978752614,0.001230295,202162
Bueno,MCUM15288943539844,202264,QUITO,SIERRA-CEN,LATACUNGA,202162,1,NUEVO,CURSOS INSCRITOS,30,20,0,39,HOMBRE,NO,0,0,8.91,9.05,9.52,9.22,9.81,8.89,4.65,7.48,9.25,9.07,7.6,9.3,2.41,2.95,3.17,2.92,3.31,2.56,2.65,3.13,3.05,2.67,3.25,3.47,3.5,3.5,3.5,3.5,3.5,3.5,1.5,3.5,3.5,3.35,3.15,3,2.6,2.85,2.8,3,2.83,2.85,2.9,-1.963358416,-0.214844163,202162
Bueno,PUBH09974684361300,202264,QUITO,SIERRA-NOR,NUEVA LOJA,202162,2,NUEVO,CURSOS INSCRITOS,0,100,183.12,39,HOMBRE,NO,0,0,5.31,9.26,7.18,6.73,8.58,8.51,8.27,7.67,8.2,8.74,9.21,8.53,1.93,3.08,2.65,2.79,2.68,2.18,2.28,3.04,2.6,2.76,3.31,2.83,1.28,3.5,2.5,3.24,3.5,3.5,3.38,3.5,3.28,3.5,3.38,2.1,2.68,2.03,0.7,2.4,2.83,1.25,2.7,-1.584490414,-0.335978119,202162
Critico,FFFQ36259563013157,202164,GUAYAQUIL,COSTA-INS,GUAYAQUIL - SAMANES,202162,1,NUEVO,CURSOS INSCRITOS,0,20,91.61,39,HOMBRE,NO,0,0,1.3,0,0.63,3.02,0.4,1.15,-1,0,0,0.23,0,0,0.35,-1,0.13,0.67,0.4,0.4,-1,-1,-1,-1,-1,-1,0.95,0,0.5,2.25,0,0,0,0,0.13,0,0,-1,-1,-1,0.1,-1,0.75,-1,0.1,2.588664181839393,-1.363337898,202162
Regular,LTBJ92937196051949,202162,QUITO,METROPOLIT,QUITO,202162,1,NUEVO,CURSOS INSCRITOS,10,20,0,39,HOMBRE,NO,0,0,4.69,8.36,7.42,7.23,8.33,7.72,3.2,5.01,1.6,3.15,4.65,7.62,2.15,2.45,2.42,1.83,2.13,1.9,1,2.31,1,1.92,1,1.45,1.71,3.2,3.5,2.5,3.2,3,1.2,0.6,1.13,1.05,3.3,0.83,2.71,1.5,2.9,3,2.82,1.5,0.1,-0.248453164,-0.336618387,202162
Incierto,YLBY39154284140677,202162,GUAYAQUIL,COSTA-INS,SALINAS,202162,1,NUEVO,CURSOS INSCRITOS,30,20,86.84,39,HOMBRE,NO,0,0,2.24,4.4,8.23,5.39,-1,5.6,4.27,8.67,5.84,5.43,-1,5.2,2.24,2.64,2.73,2.29,-1,2.34,1.5,3.2,2.93,1.9,-1,1.8,-1,0,2.5,2.5,-1,3.26,3.5,1.41,1.03,-1,2.8,-1,1.76,3,0.6,-1,-1,1.97,2.5,0.48901562397946835,-0.948298108,202162
Bueno,GFOA91262182449626,202162,ESTADOS UNIDOS,NEW YORK,NEW YORK,202162,2,CONTINUO,CURSOS INSCRITOS,70,20,183.35,39,HOMBRE,NO,0,0,8.53,7.71,7.85,7.73,7.2,7.42,7.5,9.09,6.85,7.68,7.14,8.2,2.43,2.71,1.87,1.88,2.25,1.33,1.45,2.98,2.6,1.48,2.64,1.83,3.1,3.5,3.5,3.5,3.5,3.5,3.5,1.7,3.5,3.5,3.5,3,1.5,2.48,2.35,1.45,2.59,2.61,2.7,-1.596088232,-0.2081809,202162
Bueno,UGMC67805375839772,202162,LOJA,SUR,PIÑAS,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,0,39,HOMBRE,NO,0,0,8.8,9.3,8.93,8.78,8.36,8.9,8.65,8.45,9.67,8.69,9.58,7.55,2.3,3.13,2.65,2.54,2.31,2.82,2.3,2.85,3.17,2.79,3.08,2.25,3.5,3.5,3.5,3.44,3.15,3.29,3.35,3.5,3.2,3.5,2.68,3,2.67,2.78,2.8,2.9,2.79,2.25,2.7,-2.004181876,0.070127403,202162
Regular,YSEO68832674625428,202162,GUAYAQUIL,COSTA-CEN,CALCETA,202162,1,NUEVO,CURSOS INSCRITOS,50,20,0,39,HOMBRE,NO,0,0,5.41,8.28,5.03,7.22,8.24,8.93,5.25,3.81,4.73,2.83,7.21,8.15,2.76,3.15,2.75,2.72,2.64,2.76,2.11,2.56,2.93,2.6,2.96,2.41,2.5,3.3,1,3.5,2.7,3.37,0,1.8,0.13,3.25,2.91,0.15,1.83,1.28,1,2.9,2.8,1.25,0.1,-0.559443642,-0.09187799,202162
Regular,NRUE84125557949912,202162,QUITO,SIERRA-NOR,NUEVA LOJA,202162,1,NUEVO,CURSOS INSCRITOS,60,20,0,39,HOMBRE,NO,0,0,6.91,4.79,6.68,4.17,7.35,3.07,-1,0,0,0.23,0,0,0.9,0.75,0.93,0.97,0.85,0.47,-1,-1,-1,-1,-1,-1,3.5,1.5,3.5,2.5,3.5,1.75,0,0,0.13,0,0,2.51,2.54,2.25,0.7,3,0.85,-1,0.1,1.4202427235974118,-0.776929691,202162
Bueno,TNKU12579134611878,202162,GUAYAQUIL,GRAN-GYE,GUAYAQUIL - GUASMO,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,87.9,39,HOMBRE,NO,0,0,8.32,9.24,8.18,7.5,9.18,9.14,7.67,9.54,9.38,9.03,9.48,8.07,2.59,3.09,3.18,2.4,2.88,3.13,2.03,3.19,3.08,2.85,3.38,2.35,2.8,3.5,3.5,2.5,3.3,3.15,3.5,3.3,3.38,3.1,3.5,2.93,2.65,1.5,2.6,3,2.86,2.85,2.8,-2.007150298,0.1427341116980009,202162
Bueno,KVIR18373767088882,202264,SANTO DOMINGO,COSTA-NOR,SAN MIGUEL DE LOS BANCOS,202162,1,NUEVO,CURSOS INSCRITOS,10,20,123.67,39,HOMBRE,NO,0,0,7.53,8.47,8.6,8.67,8.21,8.35,3.98,7.8,3.4,7.86,9.31,6.22,2.55,3.06,2.62,2.37,2.41,2.08,2.38,3,2.5,2.01,2.81,2.45,2.8,2.9,3.5,3.5,3.3,3.39,3.3,0.9,3.05,3.5,3.09,2.18,2.51,2.48,2.8,2.5,2.88,1.5,2.8,-1.399612809,-0.275219448,202162
Bueno,LXID22072312347049,202264,SANTO DOMINGO,COSTA-NOR,PEDERNALES,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,175.8,39,HOMBRE,NO,0,0,8.45,8.81,7.61,7.62,6.84,8.76,7.44,9.21,8.9,8.28,6.94,8.59,2.35,2.98,2.01,2.58,2.24,2.42,1.98,3.19,2.55,2.23,2.44,2.3,3.1,3.3,3.5,2.44,1.8,3.5,3.5,3.5,3.25,2,3.5,3,2.53,2.1,2.6,2.8,2.84,2.52,2.8,-1.682278001,0.006090266,202162
Critico,OIGV07259611891724,202162,QUITO,SIERRA-NOR,NUEVA LOJA,202162,1,NUEVO,CURSOS INSCRITOS,10,20,123.67,39,HOMBRE,NO,0,0,0.66,2.89,1.67,0.73,3.25,0.88,-1,0,0,0.23,0,0,0.55,0.5,0.67,0.63,0.75,0.17,-1,-1,-1,-1,-1,-1,0.11,0,1,0,0.3,0,0,0,0.13,0,0,-1,2.39,-1,0.1,2.2,0.71,-1,0.1,2.464003337307755,-0.800194542,202162
Incierto,MLXD96826046279448,202264,QUITO,METROPOLIT,QUITO,202062,1,CONTINUO,CURSOS INSCRITOS,10,20,53.32,39,HOMBRE,NO,0,0,7.71,6.92,-1,-1,9.94,-1,4.19,8.25,-1,-1,8.48,-1,2.85,3.38,-1,-1,3.44,-1,2.13,3.25,-1,-1,3.38,-1,2.8,1.5,-1,-1,3.5,-1,3.5,-1,-1,3.1,-1,2.06,2.04,-1,-1,3,-1,1.5,-1,1.1704016604585483,0.6341943325166609,202062
