ciclo_academico,tipo_de_est_programa,estatus_cursos,porcentaje_de_beca,porcentaje_des_matricula,monto_descuento_automatico,edad,sexo,discapacidad,porcentaje_de_discapacidades,numero_discapacidades,bim1_nota_metodologia_de_la_invest_y_tec,bim1_nota_computacion_y_sociedad,bim1_nota_fundamentos_de_tecnologias,bim1_nota_algoritmos_y_resolucion_de_pro,"bim1_nota_humanismo,_universidad_y_cultu",bim1_nota_fundamentos_matematicos,bim2_nota_metodologia_de_la_invest_y_tec,bim2_nota_computacion_y_sociedad,bim2_nota_fundamentos_de_tecnologias,bim2_nota_algoritmos_y_resolucion_de_pro,"bim2_nota_humanismo,_universidad_y_cultu",bim2_nota_fundamentos_matematicos,aab1_nota_metodologia_de_la_invest_y_tec,aab1_nota_computacion_y_sociedad,aab1_nota_fundamentos_de_tecnologias,aab1_nota_algoritmos_y_resolucion_de_pro,"aab1_nota_humanismo,_universidad_y_cultu",aab1_nota_fundamentos_matematicos,aab2_nota_metodologia_de_la_invest_y_tec,aab2_nota_computacion_y_sociedad,aab2_nota_fundamentos_de_tecnologias,aab2_nota_algoritmos_y_resolucion_de_pro,"aab2_nota_humanismo,_universidad_y_cultu",aab2_nota_fundamentos_matematicos,acdb1_nota_metodologia_de_la_invest_y_tec,acdb1_nota_computacion_y_sociedad,acdb1_nota_fundamentos_de_tecnologias,acdb1_nota_algoritmos_y_resolucion_de_pro,"acdb1_nota_humanismo,_universidad_y_cultu",acdb1_nota_fundamentos_matematicos,acdb2_nota_computacion_y_sociedad,acdb2_nota_fundamentos_de_tecnologias,acdb2_nota_algoritmos_y_resolucion_de_pro,"acdb2_nota_humanismo,_universidad_y_cultu",acdb2_nota_fundamentos_matematicos,apeb1_nota_metodologia_de_la_invest_y_tec,apeb1_nota_computacion_y_sociedad,apeb1_nota_fundamentos_de_tecnologias,apeb1_nota_algoritmos_y_resolucion_de_pro,"apeb1_nota_humanismo,_universidad_y_cultu",apeb1_nota_fundamentos_matematicos,apeb2_nota_computacion_y_sociedad,apeb2_nota_algoritmos_y_resolucion_de_pro,cluster,Componente_1,Componente_2
1,NUEVO,CURSOS INSCRITOS,10,0,241.72,39,HOMBRE,NO,0,0,8.43,9.23,9.25,9.5,9.14,8.6,8.46,7.05,8.71,9.2,9.44,8.97,2.13,3.25,2.75,3.0,2.69,2.5,2.63,3.0,2.83,3.01,2.94,2.58,3.3,3.1,3.5,3.5,3.45,3.15,1.5,3.1,3.19,3.5,3.5,3.0,2.88,3.0,3.0,3.0,2.95,2.55,3.0,Bueno,-1.9270406707540406,-0.21403490742991851
1,NUEVO,CURSOS INSCRITOS,10,0,241.72,39,HOMBRE,NO,0,0,8.03,9.35,8.76,8.62,8.86,9.16,6.89,7.03,8.92,6.88,8.34,7.21,2.0,3.06,2.33,2.42,2.56,2.85,1.88,1.0,2.72,1.0,2.44,0.83,3.1,3.5,3.5,3.4,3.3,3.41,3.1,3.5,2.88,3.2,3.38,2.93,2.79,2.93,2.8,3.0,2.9,2.93,3.0,Bueno,-1.637826498829238,-0.45096123786633857
1,NUEVO,CURSOS INSCRITOS,10,0,137.13,39,HOMBRE,NO,0,0,5.87,-1.0,6.0,5.78,3.74,-1.0,4.83,-1.0,7.44,8.6,5.69,-1.0,1.94,-1.0,2.5,2.53,2.34,-1.0,2.2,-1.0,3.14,3.1,3.19,-1.0,3.1,-1.0,2.0,3.25,1.4,-1.0,-1.0,1.6,3.5,1.5,-1.0,0.83,-1.0,1.5,0.0,-1.0,-1.0,-1.0,2.0,Regular,0.9853649201352224,-0.9419504042866345
1,NUEVO,CURSOS INSCRITOS,10,0,241.72,39,HOMBRE,NO,0,0,2.05,2.15,2.33,0.3,2.2,0.04,-1.0,0.0,0.17,0.0,0.45,0.0,0.7,0.8,0.33,0.0,0.8,-1.0,-1.0,-1.0,0.17,-1.0,0.45,-1.0,0.75,0.0,2.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.35,-1.0,0.3,-1.0,0.04,-1.0,-1.0,Critico,2.4219155460275186,-0.9497718228723886
1,NUEVO,CURSOS INSCRITOS,50,0,0.0,39,HOMBRE,NO,0,0,8.85,9.44,8.94,9.2,8.7,8.38,7.99,9.3,8.62,9.07,9.58,9.31,2.35,3.2,2.51,3.1,2.45,1.93,2.13,3.25,2.67,2.67,3.08,2.81,3.5,3.43,3.5,3.5,3.35,3.5,3.2,3.1,3.4,3.5,3.5,3.0,2.81,2.93,2.6,2.9,2.95,2.85,3.0,Bueno,-2.0392042187956747,-0.30698965563059327
1,NUEVO,CURSOS INSCRITOS,60,0,0.0,39,HOMBRE,NO,0,0,7.44,9.51,8.64,6.45,8.36,8.07,7.19,9.16,8.0,8.35,8.99,7.73,1.64,3.08,2.33,2.57,2.51,2.46,2.14,2.81,2.8,2.17,2.69,2.27,2.95,3.5,3.5,2.88,2.85,3.15,3.5,2.5,3.5,3.3,2.8,2.85,2.93,2.81,1.0,3.0,2.46,2.85,2.68,Bueno,-1.6508342901934376,-0.33795103390732795
1,NUEVO,CURSOS INSCRITOS,80,0,0.0,39,HOMBRE,NO,0,0,4.04,9.08,5.51,6.78,8.66,4.24,-1.0,2.0,0.33,0.33,0.5,0.0,2.01,2.78,2.01,2.68,2.66,1.96,-1.0,0.5,0.33,0.33,0.5,-1.0,1.2,3.4,2.0,3.5,3.0,1.4,0.0,0.0,0.0,0.0,0.0,0.83,2.9,1.5,0.6,3.0,0.88,1.5,-1.0,Regular,0.9782986892676762,-0.30627614566106987
1,NUEVO,CURSOS INSCRITOS,10,0,241.72,39,HOMBRE,NO,0,0,2.3,9.36,2.4,4.08,7.95,4.4,2.55,3.51,2.75,3.98,3.88,4.6,2.3,3.26,2.25,2.08,2.25,2.1,2.15,2.38,2.75,2.18,2.88,1.66,-1.0,3.35,0.0,1.0,2.9,1.75,1.13,0.0,0.9,0.0,0.0,-1.0,2.75,0.15,1.0,2.8,0.55,0.0,0.9,Regular,0.5545035875311103,0.03775046708273509
1,NUEVO,CURSOS INSCRITOS,40,0,0.0,39,HOMBRE,NO,0,0,7.76,9.07,-1.0,-1.0,8.13,-1.0,7.31,7.67,-1.0,-1.0,9.08,-1.0,2.0,2.93,-1.0,-1.0,2.73,-1.0,1.93,3.03,-1.0,-1.0,2.58,-1.0,3.1,3.5,-1.0,-1.0,3.3,-1.0,2.7,-1.0,-1.0,3.5,-1.0,2.66,2.64,-1.0,-1.0,2.1,-1.0,1.94,-1.0,Incierto,1.1732956507928092,0.1345530043966285
1,NUEVO,CURSOS INSCRITOS,40,0,0.0,39,HOMBRE,NO,0,0,5.01,7.29,8.41,6.37,8.3,4.68,3.53,5.13,2.75,5.08,6.19,4.43,2.08,2.94,2.58,2.17,2.5,1.98,2.03,2.88,2.75,1.83,2.69,1.56,1.5,1.5,3.43,3.4,2.9,1.75,0.0,0.0,2.25,1.5,0.0,1.43,2.85,2.4,0.8,2.9,0.95,2.25,1.0,Regular,-0.19308220370739307,-0.08899501515200887
1,NUEVO,CURSOS INSCRITOS,40,0,0.0,39,HOMBRE,NO,0,0,5.02,4.88,4.3,2.8,6.74,4.36,1.38,2.13,1.83,1.33,1.88,1.25,1.98,2.89,2.47,2.1,2.64,2.11,1.38,2.13,1.83,1.33,1.88,1.25,1.2,0.0,0.4,0.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,1.84,1.99,1.43,0.7,2.7,0.85,-1.0,-1.0,Regular,1.2202029317098844,0.2949826273514745
1,NUEVO,CURSOS INSCRITOS,10,0,241.72,39,HOMBRE,NO,0,0,7.33,8.81,7.9,6.21,8.5,6.67,5.66,8.06,7.32,6.26,6.91,7.32,1.65,2.46,1.97,2.01,2.2,1.12,1.84,2.31,2.22,1.76,2.01,1.83,2.83,3.5,3.35,3.5,3.3,2.81,3.35,2.4,3.5,3.3,3.03,2.85,2.85,2.58,0.7,3.0,2.74,2.4,1.0,Bueno,-1.250487847434542,-0.4832458263752521
1,NUEVO,CURSOS INSCRITOS,0,0,0.0,39,HOMBRE,NO,0,0,6.25,9.15,8.88,8.35,8.4,6.11,4.75,8.57,8.7,6.88,9.09,9.12,1.99,2.78,2.83,2.35,2.4,1.81,2.01,3.19,2.8,2.62,2.59,2.62,2.8,3.43,3.38,3.3,3.2,3.41,2.75,2.9,2.36,3.5,3.5,1.46,2.94,2.67,2.7,2.8,0.89,2.63,1.9,Bueno,-1.5402271974004231,-0.44582429672164725
1,NUEVO,CURSOS INSCRITOS,80,0,0.0,39,HOMBRE,NO,0,0,7.27,9.07,9.37,6.25,8.74,8.51,7.46,8.56,8.92,9.17,9.44,9.36,2.06,2.69,3.0,1.75,2.44,2.15,2.0,2.81,2.97,2.67,2.94,2.98,3.26,3.5,3.4,3.5,3.5,3.41,2.9,3.1,3.5,3.5,3.38,1.95,2.88,2.97,1.0,2.8,2.95,2.85,3.0,Bueno,-1.8564444001472877,-0.4692848933422855
1,NUEVO,CURSOS INSCRITOS,10,0,208.76,39,HOMBRE,NO,0,0,7.95,8.93,6.27,7.45,7.68,7.74,7.07,8.18,6.52,7.19,7.61,7.37,1.7,2.73,2.17,2.0,2.08,1.61,1.66,2.38,2.42,2.0,2.31,1.73,3.25,3.5,1.4,3.19,2.6,3.13,2.95,3.5,3.19,2.9,3.03,3.0,2.7,2.7,2.26,3.0,3.0,2.85,2.0,Bueno,-1.3454515509665497,-0.32324904234576496
1,NUEVO,CURSOS INSCRITOS,0,0,235.63,39,HOMBRE,NO,0,0,8.24,9.2,8.79,8.19,-1.0,8.07,8.63,9.69,8.97,7.29,-1.0,8.11,1.99,2.96,2.89,2.42,-1.0,2.05,2.2,3.19,2.92,2.35,-1.0,2.43,3.25,3.5,3.5,3.19,-1.0,3.26,3.5,3.5,3.04,-1.0,3.12,3.0,2.74,2.4,2.58,-1.0,2.76,3.0,1.9,Incierto,-0.7832265479139308,-0.82173230914876
1,NUEVO,CURSOS INSCRITOS,10,0,208.76,39,HOMBRE,NO,0,0,5.1,4.82,4.6,5.49,5.79,4.93,1.19,6.22,2.08,2.81,4.44,3.9,1.68,2.76,2.05,1.85,2.29,0.95,1.19,2.28,2.08,2.01,1.39,1.46,1.43,1.2,1.5,2.84,2.3,1.66,1.8,0.0,0.5,1.05,1.31,1.99,0.86,1.05,0.8,1.2,2.32,2.14,0.3,Regular,0.3827824917812151,-0.2526101519671035
1,NUEVO,CURSOS INSCRITOS,10,0,241.72,39,HOMBRE,NO,0,0,0.25,0.0,0.13,0.0,0.0,0.0,0.2,0.0,0.23,0.27,0.0,0.87,0.25,0.0,0.13,0.0,-1.0,-1.0,0.2,-1.0,0.23,0.27,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,Critico,2.7223135558392517,-1.16882414795915
1,NUEVO,CURSOS INSCRITOS,60,0,0.0,39,HOMBRE,NO,0,0,6.78,7.34,6.67,-1.0,6.49,-1.0,7.03,5.91,7.67,-1.0,6.35,-1.0,1.93,3.14,2.22,-1.0,2.44,-1.0,2.36,3.06,2.67,-1.0,2.25,-1.0,3.35,1.35,1.6,-1.0,1.35,-1.0,0.0,3.5,-1.0,1.5,-1.0,1.5,2.85,2.85,-1.0,2.7,-1.0,2.85,-1.0,Incierto,0.8662745269871716,0.10826513712229893
1,NUEVO,CURSOS INSCRITOS,40,0,0.0,39,HOMBRE,NO,0,0,3.2,3.85,3.38,0.0,-1.0,0.61,0.0,0.0,0.0,0.0,-1.0,0.0,0.35,0.5,0.23,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.35,2.0,1.8,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.5,1.35,1.35,0.0,-1.0,0.61,-1.0,0.0,Critico,2.4359820427442664,-1.0136819197827012
1,NUEVO,CURSOS INSCRITOS,40,0,0.0,39,HOMBRE,NO,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,Critico,2.817613974257191,-1.215249151168367
1,NUEVO,CURSOS INSCRITOS,30,0,125.85,39,HOMBRE,NO,0,0,7.9,9.69,8.3,8.18,9.25,8.56,8.17,9.54,8.42,7.45,9.35,9.33,1.4,3.19,2.75,2.83,2.75,2.11,2.0,3.19,2.67,2.67,3.25,2.83,3.5,3.5,3.3,3.09,3.5,3.5,3.5,3.5,2.78,3.3,3.5,3.0,3.0,2.25,2.26,3.0,2.95,2.85,2.0,Bueno,-1.9080685569213327,-0.2689198314136717
1,NUEVO,CURSOS INSCRITOS,10,0,241.72,39,HOMBRE,NO,0,0,6.19,6.13,4.83,3.92,8.28,2.47,4.83,5.35,5.15,4.08,6.5,6.53,2.09,2.38,2.08,2.22,2.08,1.53,1.93,2.5,2.25,2.08,2.2,2.13,3.2,0.9,1.4,1.0,3.3,0.0,1.35,2.9,1.0,3.3,1.4,0.9,2.85,1.35,0.7,2.9,0.94,1.5,1.0,Regular,-0.11955422586660508,-0.05950667320761431
1,NUEVO,CURSOS INSCRITOS,10,0,208.76,39,HOMBRE,NO,0,0,8.34,7.81,8.63,6.71,8.64,7.68,8.59,7.25,8.45,8.5,8.24,6.85,1.94,2.81,2.58,2.72,2.64,3.24,2.13,3.5,2.55,2.5,2.94,2.44,3.4,2.0,3.5,3.19,3.1,1.49,1.5,3.5,3.4,2.9,1.74,3.0,3.0,2.55,0.8,2.9,2.95,2.25,2.6,Bueno,-1.4523659084361984,-0.17271530181251327
1,NUEVO,CURSOS INSCRITOS,50,0,0.0,39,HOMBRE,NO,0,0,1.95,1.95,5.23,0.1,1.2,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.53,0.1,0.4,0.26,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.5,0.0,3.5,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.2,0.0,-1.0,0.67,-1.0,0.0,Critico,2.269397648090043,-1.0302081845583768
1,NUEVO,CURSOS INSCRITOS,10,0,208.76,39,HOMBRE,NO,0,0,4.95,5.59,4.98,1.07,5.35,1.11,0.95,3.45,2.33,2.15,3.2,0.36,0.7,0.8,0.73,0.67,0.65,0.27,0.45,0.85,0.83,0.27,0.7,0.36,3.35,2.0,2.9,0.0,2.2,0.0,1.43,1.5,1.88,1.5,0.0,0.9,2.79,1.35,0.4,2.5,0.84,1.17,0.0,Regular,0.9895592980755669,-0.5664111755478197
1,NUEVO,CURSOS INSCRITOS,60,0,0.0,39,HOMBRE,NO,0,0,8.76,8.13,9.22,8.2,9.38,7.68,9.09,9.62,9.17,8.25,9.3,9.25,2.26,3.13,2.92,2.67,2.88,1.33,2.63,3.19,2.67,2.75,3.0,2.75,3.5,2.0,3.3,3.13,3.5,3.41,3.43,3.5,3.5,3.3,3.5,3.0,3.0,3.0,2.4,3.0,2.94,3.0,2.0,Bueno,-1.935230480636103,-0.20352500377650662
1,NUEVO,CURSOS INSCRITOS,10,0,197.77,39,HOMBRE,NO,0,0,6.74,7.22,3.82,5.05,8.61,4.88,0.5,0.0,0.0,0.0,0.0,0.17,1.63,2.84,2.12,2.01,2.31,1.13,0.0,-1.0,-1.0,0.0,-1.0,0.17,2.63,1.6,1.7,0.88,3.3,1.75,0.0,0.0,0.0,0.0,0.0,2.48,2.78,0.0,2.16,3.0,2.0,-1.0,0.0,Regular,1.287935257940277,-0.21494557410645568
1,NUEVO,CURSOS INSCRITOS,0,0,231.95,39,HOMBRE,NO,0,0,8.29,9.4,7.48,8.96,8.28,8.35,7.01,7.22,7.58,7.11,7.91,8.42,2.09,2.94,1.83,2.58,2.38,1.85,2.08,2.69,2.58,1.92,2.21,1.96,3.35,3.5,3.1,3.38,2.9,3.5,3.03,3.5,3.19,2.7,3.5,2.85,2.96,2.55,3.0,3.0,3.0,1.5,2.0,Bueno,-1.549554011436255,-0.3656515874561435
1,NUEVO,CURSOS INSCRITOS,50,0,0.0,39,HOMBRE,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,Critico,2.852719848819363,-1.2867990129313842
1,NUEVO,CURSOS INSCRITOS,40,0,0.0,39,HOMBRE,NO,0,0,4.74,2.5,2.6,5.93,2.2,1.83,2.54,-1.0,-1.0,3.07,-1.0,-1.0,1.74,1.0,1.0,2.3,1.0,0.86,2.04,-1.0,-1.0,1.84,-1.0,-1.0,1.5,0.0,1.0,2.93,1.2,0.0,-1.0,-1.0,0.13,-1.0,-1.0,1.5,1.5,0.6,0.7,-1.0,0.97,-1.0,1.1,Critico,1.9546951220687527,-0.6555519118190993
1,NUEVO,CURSOS INSCRITOS,10,0,22.66,39,HOMBRE,NO,0,0,8.58,8.66,8.93,9.39,9.38,8.68,7.26,9.65,9.83,8.62,9.25,7.11,2.08,3.0,2.43,3.01,2.88,2.18,2.33,3.25,3.33,2.42,2.75,2.45,3.5,2.88,3.5,3.38,3.5,3.5,3.4,3.5,3.4,3.5,1.66,3.0,2.78,3.0,3.0,3.0,3.0,3.0,2.8,Bueno,-1.9422344579857953,-0.2391166642965388
1,CONTINUO,CURSOS INSCRITOS,10,20,77.67,39,HOMBRE,NO,0,0,8.34,9.3,7.82,9.04,6.25,7.37,8.41,9.24,9.35,9.09,8.74,8.61,1.94,3.31,2.97,3.01,2.25,2.65,1.98,3.03,3.25,3.1,2.24,2.53,3.4,3.35,2.0,3.23,1.5,1.75,3.5,3.1,3.19,3.5,3.21,3.0,2.64,2.85,2.8,2.5,2.97,2.71,2.8,Bueno,-1.7757778228344419,0.1621592660914145
1,NUEVO,CURSOS INSCRITOS,50,0,0.0,39,HOMBRE,NO,0,0,8.95,9.68,9.61,9.83,8.65,9.58,9.0,9.75,9.75,9.18,9.04,8.91,2.45,3.25,3.26,3.33,2.5,3.13,2.5,3.25,3.25,3.08,2.94,2.53,3.5,3.43,3.5,3.5,3.15,3.5,3.5,3.5,3.5,3.3,3.38,3.0,3.0,2.85,3.0,3.0,2.95,3.0,2.6,Bueno,-2.188909032596233,-0.2113826860952326
1,NUEVO,CURSOS INSCRITOS,10,0,241.72,39,HOMBRE,NO,0,0,8.24,9.38,8.95,6.32,8.78,8.77,8.52,9.1,9.75,8.07,9.94,9.69,1.91,2.94,2.75,2.33,2.63,2.4,2.23,2.75,3.25,2.17,3.44,3.28,3.33,3.5,3.5,3.19,3.15,3.37,3.5,3.5,3.5,3.5,3.41,3.0,2.94,2.7,0.8,3.0,3.0,2.85,2.4,Bueno,-1.9695648272055655,-0.33891019765101427
1,NUEVO,CURSOS INSCRITOS,10,0,208.76,39,HOMBRE,NO,0,0,8.34,9.46,8.29,7.87,9.08,8.56,8.25,9.66,7.92,8.13,8.34,8.08,1.94,2.96,2.39,2.43,2.58,2.28,2.16,3.2,2.92,1.93,2.44,2.69,3.4,3.5,3.5,3.38,3.5,3.33,3.5,3.5,3.4,2.9,2.77,3.0,3.0,2.4,2.06,3.0,2.95,2.96,2.8,Bueno,-1.8544575277105049,-0.35152469892961324
1,NUEVO,CURSOS INSCRITOS,0,0,0.0,39,HOMBRE,NO,0,0,0.35,0.35,0.33,0.0,2.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.33,0.0,0.5,0.36,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,Critico,2.5922849611068184,-1.0031069840375346
1,NUEVO,CURSOS INSCRITOS,10,0,197.77,39,HOMBRE,NO,0,0,8.39,8.41,8.7,7.59,9.08,8.71,8.74,8.65,9.22,7.2,9.19,7.35,1.89,2.64,2.5,2.33,2.58,2.26,2.28,2.83,2.72,2.1,2.69,1.3,3.5,3.13,3.5,3.06,3.5,3.5,3.5,3.5,3.1,3.5,3.5,3.0,2.64,2.7,2.2,3.0,2.95,2.32,2.0,Bueno,-1.7527516660105487,-0.3693032317762062
1,NUEVO,CURSOS INSCRITOS,10,0,208.76,39,HOMBRE,NO,0,0,8.68,9.11,8.65,8.95,8.98,9.13,-1.0,-1.0,-1.0,-1.0,9.08,8.66,2.18,2.98,2.6,2.87,2.83,2.76,-1.0,-1.0,-1.0,-1.0,2.88,2.46,3.5,3.35,3.5,3.38,3.15,3.37,-1.0,-1.0,-1.0,3.2,3.27,3.0,2.78,2.55,2.7,3.0,3.0,-1.0,-1.0,Regular,0.0954266191366599,-0.13941407023839894
1,NUEVO,CURSOS INSCRITOS,80,0,0.0,39,HOMBRE,NO,0,0,8.66,7.78,6.75,8.21,8.46,5.57,6.85,8.8,7.83,7.65,8.54,8.4,2.41,2.38,2.5,2.01,2.56,1.38,2.26,2.75,2.83,2.17,2.44,2.18,3.25,2.55,2.0,3.5,3.0,3.24,3.2,3.5,2.88,3.3,3.33,3.0,2.85,2.25,2.7,2.9,0.95,2.85,2.6,Bueno,-1.514420987980364,-0.343488233970695
1,NUEVO,CURSOS INSCRITOS,10,0,164.81,39,HOMBRE,NO,0,0,6.04,5.66,7.51,5.76,7.44,7.33,2.76,5.88,2.55,4.98,3.31,3.68,2.29,2.81,1.91,2.18,2.14,2.63,2.26,2.88,2.55,2.1,2.31,1.79,1.35,0.0,3.5,2.88,2.7,1.75,0.0,0.0,1.88,0.0,0.0,2.4,2.85,2.1,0.7,2.6,2.95,3.0,1.0,Regular,-0.030876199281062944,0.04897774489962192
1,NUEVO,CURSOS INSCRITOS,0,0,231.95,39,HOMBRE,NO,0,0,8.43,8.71,8.92,7.93,9.1,8.9,8.84,8.11,9.1,7.92,9.55,9.39,2.15,3.31,3.17,2.64,3.0,2.59,2.56,3.06,2.75,2.42,3.45,3.12,3.5,2.55,3.5,3.19,3.1,3.31,2.2,3.5,3.5,3.1,3.27,2.78,2.85,2.25,2.1,3.0,3.0,2.85,2.0,Bueno,-1.8736781755570695,-0.19897337853571295
1,NUEVO,CURSOS INSCRITOS,10,0,241.72,39,HOMBRE,NO,0,0,5.1,5.66,7.07,4.68,8.93,3.57,0.0,0.0,0.0,0.0,0.0,0.0,1.85,2.81,2.22,2.68,2.63,2.08,0.0,-1.0,-1.0,0.0,-1.0,-1.0,3.25,1.35,2.0,1.0,3.3,1.49,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.85,1.0,3.0,-1.0,-1.0,0.0,Regular,1.3818843194731514,-0.4319074628508183
1,NUEVO,CURSOS INSCRITOS,10,0,131.85,39,HOMBRE,NO,0,0,8.91,9.13,8.68,9.0,8.68,7.77,8.85,9.18,9.33,7.71,9.06,8.24,2.56,2.88,2.18,2.75,2.38,2.0,2.35,2.75,2.83,2.33,2.56,2.13,3.35,3.35,3.5,3.25,3.5,2.98,3.5,3.5,3.38,3.5,3.41,3.0,2.9,3.0,3.0,2.8,2.79,2.93,2.0,Bueno,-1.8871123562165897,-0.30401389397442347
1,NUEVO,CURSOS INSCRITOS,10,0,197.77,39,HOMBRE,NO,0,0,8.29,9.53,8.83,9.11,8.96,9.39,5.8,6.99,9.42,8.32,9.31,7.0,2.19,3.25,2.83,3.17,3.01,3.13,2.34,2.94,2.92,2.33,3.01,2.46,3.1,3.35,3.3,3.14,2.95,3.37,1.05,3.5,3.19,3.3,1.75,3.0,2.93,2.7,2.8,3.0,2.89,3.0,2.8,Bueno,-1.7300960872132214,-0.13925005395044468
1,NUEVO,CURSOS INSCRITOS,10,0,208.76,39,HOMBRE,NO,0,0,8.9,9.14,8.78,8.76,8.79,8.04,8.27,8.38,9.55,7.32,8.59,8.36,2.51,2.79,2.58,3.22,2.69,1.71,1.84,2.63,3.05,1.92,2.69,2.13,3.5,3.35,3.5,2.94,3.1,3.5,2.9,3.5,3.4,3.1,3.44,2.89,3.0,2.7,2.6,3.0,2.83,2.85,2.0,Bueno,-1.802655079696223,-0.3121438457261522
1,NUEVO,CURSOS INSCRITOS,10,0,241.72,39,HOMBRE,NO,0,0,8.65,9.7,9.33,8.86,9.4,8.62,8.83,9.56,8.92,8.71,9.31,9.19,2.15,3.2,2.83,2.58,3.0,2.18,2.4,3.06,3.17,2.33,2.81,2.78,3.5,3.5,3.5,3.28,3.5,3.5,3.5,3.5,3.38,3.5,3.41,3.0,3.0,3.0,3.0,2.9,2.94,3.0,3.0,Bueno,-2.119825577467072,-0.2654623193488464
1,NUEVO,CURSOS INSCRITOS,10,0,208.76,39,HOMBRE,NO,0,0,7.9,8.47,8.35,8.68,8.64,7.85,8.95,9.53,9.58,6.73,9.19,8.3,1.55,2.51,2.55,2.72,2.44,1.4,2.45,3.25,3.08,2.35,2.69,2.17,3.35,3.05,3.1,3.38,3.4,3.5,3.5,3.5,3.38,3.5,3.3,3.0,2.91,2.7,2.58,2.8,2.95,2.78,1.0,Bueno,-1.7893443087419534,-0.31911039204122127
1,NUEVO,CURSOS INSCRITOS,20,0,0.0,39,HOMBRE,NO,0,0,5.97,7.1,9.01,4.67,7.45,4.82,7.5,9.11,9.17,2.15,9.4,6.38,1.58,3.16,2.81,2.35,2.7,2.19,2.65,3.06,2.67,1.75,3.1,2.21,2.85,1.35,3.5,0.0,3.05,0.0,3.35,3.5,0.4,3.3,1.55,1.54,2.59,2.7,2.32,1.7,2.63,2.7,0.0,Bueno,-0.8162597914041994,0.10766128665237452
1,NUEVO,CURSOS INSCRITOS,40,0,0.0,39,HOMBRE,NO,0,0,8.36,9.44,9.42,8.6,8.71,8.39,8.96,7.69,9.25,8.43,9.5,8.85,1.96,2.94,2.92,2.22,2.31,2.23,2.46,3.19,2.75,2.33,3.0,2.35,3.4,3.5,3.5,3.38,3.5,3.16,1.5,3.5,3.5,3.5,3.5,3.0,3.0,3.0,3.0,2.9,3.0,3.0,2.6,Bueno,-1.9122782912122953,-0.3019100631656777
1,NUEVO,CURSOS INSCRITOS,60,0,0.0,39,HOMBRE,NO,0,0,3.08,1.7,2.5,1.0,2.2,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.5,0.6,1.0,0.4,0.38,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.43,0.0,1.9,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.2,0.0,0.0,-1.0,0.8,-1.0,0.0,Critico,2.2681066491003756,-0.9016589335062506
1,NUEVO,CURSOS INSCRITOS,10,0,175.8,39,HOMBRE,NO,0,0,8.33,9.13,7.6,6.66,8.21,6.54,6.83,7.38,9.68,8.77,7.3,9.25,1.98,2.63,2.25,2.47,2.31,2.09,1.98,2.88,3.33,2.67,3.0,2.75,3.35,3.5,2.95,3.19,2.9,3.5,1.5,3.5,3.5,3.3,3.5,3.0,3.0,2.4,1.0,3.0,0.95,3.0,2.6,Bueno,-1.6390034525053372,-0.4461373877710955
